member_id,member_name,summary_text,generated_at,generator,model,source,prompt_version
4661,Kris Declercq,"Kris Declercq zetelt voor cd&v en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 118.
In het parlementaire werk is deze politicus actief, met 5 schriftelijke en 60 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 100.0% en de commissie-aanwezigheid 95.1%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Veiligheid en justitie, Begroting en financiën.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie en andere commissies.
Opvallende extra profielinformatie: Adviseur ; Parlementair medewerker.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4631,Kris Poelaert,"Kris Poelaert zetelt voor cd&v en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 94.
In het parlementaire werk is deze politicus actief, met 18 schriftelijke en 58 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 76.7%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Mobiliteit, Binnenlands bestuur, Klimaat en milieu.
Commissiewerk loopt onder meer via Commissie voor Binnenlands Bestuur en Inburgering, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4630,Kris Verduyckt,"Kris Verduyckt zetelt voor Vooruit en vertegenwoordigt Kieskring Limburg vanuit zetel 9.
In het parlementaire werk is deze politicus actief, met 41 schriftelijke en 77 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 61.4%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Klimaat en milieu, Wonen en energie, Begroting en financiën.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Wonen, Toerisme, Energie en Klimaat en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4410,Kristof Slagmulder,"Kristof Slagmulder zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 47.
In het parlementaire werk is deze politicus zeer actief, met 178 schriftelijke en 45 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 90.6% en de commissie-aanwezigheid 77.7%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Onderwijs, Cultuur, media en sport.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Binnenlands Bestuur en Inburgering en andere commissies.
Opvallende extra profielinformatie: vacatureconsulent ; parlementair medewerker.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
2791,Kurt De Loor,"Kurt De Loor zetelt voor Vooruit en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 22.
In het parlementaire werk is deze politicus actief, met 22 schriftelijke en 56 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 91.8% en de commissie-aanwezigheid 71.8%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Binnenlands bestuur, Werk en economie, Begroting en financiën.
Commissiewerk loopt onder meer via Commissie voor Binnenlands Bestuur en Inburgering, Commissie voor Reglement en Samenwerking en andere commissies.
Opvallende extra profielinformatie: project manager ; communicatieverantwoordelijke jongeren.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
3298,Leo Pieters,"Leo Pieters zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Limburg vanuit zetel 107.
In het parlementaire werk is deze politicus eerder selectief actief, met 6 schriftelijke en 29 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 91.8% en de commissie-aanwezigheid 87.5%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Landbouw en dierenwelzijn, Klimaat en milieu, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking, Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4728,Lien Van Dooren,"Lien Van Dooren zetelt voor cd&v en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 119.
In het parlementaire werk is deze politicus eerder selectief actief, met 11 schriftelijke en 17 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 100.0% en de commissie-aanwezigheid 87.5%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Cultuur, media en sport, Werk en economie, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Binnenlands Bestuur en Inburgering en andere commissies.
Opvallende extra profielinformatie: Jurist.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
3411,Liesbeth Homans,"Liesbeth Homans zetelt voor N-VA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 4.
In het parlementaire werk is deze politicus eerder selectief actief, met 0 schriftelijke en 0 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 95.3% en de commissie-aanwezigheid 7.1%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Wonen en energie, Klimaat en milieu.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Wonen, Toerisme, Energie en Klimaat en andere commissies.
Opvallende extra profielinformatie: coördinator ; parlementair medewerker.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4612,Line De Witte,"Line De Witte zetelt voor PVDA en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 44.
In het parlementaire werk is deze politicus eerder selectief actief, met 12 schriftelijke en 34 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 76.5% en de commissie-aanwezigheid 26.2%, wat wijst op een profiel dat wisselend aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Begroting en financiën, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Onderwijs en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4415,Lise Vandecasteele,"Lise Vandecasteele zetelt voor PVDA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 27.
In het parlementaire werk is deze politicus actief, met 83 schriftelijke en 53 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 85.9% en de commissie-aanwezigheid 68.1%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Zorg en welzijn, Wonen en energie, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking, Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen en andere commissies.
Opvallende extra profielinformatie: huisarts.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4425,Loes Vandromme,"Loes Vandromme zetelt voor cd&v en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 37.
In het parlementaire werk is deze politicus zeer actief, met 180 schriftelijke en 154 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.8% en de commissie-aanwezigheid 95.3%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Werk en economie, Wonen en energie.
Commissiewerk loopt onder meer via Commissie voor Onderwijs, Commissie voor Welzijn, Volksgezondheid, Gezin, Armoedebestrijding en Gelijke Kansen.
Opvallende extra profielinformatie: leerkracht secundair onderwijs ; parlementair medewerker.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
3446,Lydia Peeters,"Lydia Peeters zetelt voor Anders. en vertegenwoordigt Kieskring Limburg vanuit zetel 24.
In het parlementaire werk is deze politicus zeer actief, met 243 schriftelijke en 127 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 89.4% en de commissie-aanwezigheid 78.6%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Landbouw en dierenwelzijn, Klimaat en milieu, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening, Commissie voor Landbouw, Visserij en Plattelandsbeleid en andere commissies.
Daarnaast verschijnt deze politicus ook 2 keer in een ministerrol in parlementaire dossiers.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4620,M'Hamed Kasmi,"M'Hamed Kasmi zetelt voor Team Fouad Ahidar en vertegenwoordigt Kieskring Brussel-Hoofdstad vanuit zetel 130.
In het parlementaire werk is deze politicus actief, met 81 schriftelijke en 39 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.8% en de commissie-aanwezigheid 33.7%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Werk en economie, Wonen en energie.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4659,Manu Diericx,"Manu Diericx zetelt voor N-VA en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 113.
In het parlementaire werk is deze politicus actief, met 32 schriftelijke en 78 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.8% en de commissie-aanwezigheid 92.5%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Cultuur, media en sport, Onderwijs, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Binnenlands Bestuur en Inburgering en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
3445,Marc Hendrickx,"Marc Hendrickx zetelt voor N-VA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 111.
In het parlementaire werk is deze politicus eerder selectief actief, met 25 schriftelijke en 12 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 91.4% en de commissie-aanwezigheid 83.1%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Veiligheid en justitie, Begroting en financiën, Cultuur, media en sport.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Wonen, Toerisme, Energie en Klimaat.
Opvallende extra profielinformatie: advocaat ; docent.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4629,Marianne Verhaert,"Marianne Verhaert zetelt voor Anders. en vertegenwoordigt Kieskring Antwerpen vanuit zetel 98.
In het parlementaire werk is deze politicus zeer actief, met 108 schriftelijke en 74 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 75.3% en de commissie-aanwezigheid 47.3%, wat wijst op een profiel dat wisselend aanwezig is.
De meest zichtbare beleidsthema's zijn Wonen en energie, Klimaat en milieu, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Mobiliteit en Openbare Werken, Commissie voor Wonen, Toerisme, Energie en Klimaat en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4422,Maurits Vande Reyde,"Maurits Vande Reyde zetelt voor Onafhankelijke en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 110.
In het parlementaire werk is deze politicus actief, met 26 schriftelijke en 76 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 92.9% en de commissie-aanwezigheid 83.3%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Begroting en financiën, Werk en economie, Wonen en energie.
Voor dit profiel is in de huidige snapshot weinig commissiewerk gekoppeld.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4608,Mercina Claesen,"Mercina Claesen zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Limburg vanuit zetel 63.
In het parlementaire werk is deze politicus zeer actief, met 82 schriftelijke en 78 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 60.1%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Cultuur, media en sport, Zorg en welzijn, Onderwijs.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Onderwijs en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4601,Michiel Awouters,"Michiel Awouters zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Limburg vanuit zetel 84.
In het parlementaire werk is deze politicus zeer actief, met 100 schriftelijke en 80 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 95.3% en de commissie-aanwezigheid 80.5%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Wonen en energie, Armoede en sociale bescherming.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie en andere commissies.
Opvallende extra profielinformatie: Beleidsmedewerker organisatieontwikkeling en deskundige economie ; Inhoudelijk medewerker Werk, Sociale Zaken en Pensioenen Vlaams Belang-fractie.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4657,Mieke Claes,"Mieke Claes zetelt voor N-VA en vertegenwoordigt Kieskring Limburg vanuit zetel 116.
In het parlementaire werk is deze politicus actief, met 58 schriftelijke en 39 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.2% en de commissie-aanwezigheid 67.5%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Wonen en energie, Cultuur, media en sport, Landbouw en dierenwelzijn.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4409,Mieke Schauvliege,"Mieke Schauvliege zetelt voor Groen en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 11.
In het parlementaire werk is deze politicus zeer actief, met 300 schriftelijke en 222 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.8% en de commissie-aanwezigheid 66.7%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Klimaat en milieu, Werk en economie, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie en andere commissies.
Opvallende extra profielinformatie: leerkracht ; wetenschappelijk medewerker.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4642,Mien Van Olmen,"Mien Van Olmen zetelt voor cd&v en vertegenwoordigt Kieskring Antwerpen vanuit zetel 92.
In het parlementaire werk is deze politicus actief, met 35 schriftelijke en 34 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.8% en de commissie-aanwezigheid 70.5%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Landbouw en dierenwelzijn, Klimaat en milieu, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn, Commissie voor Wonen, Toerisme, Energie en Klimaat en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4625,Nadia Naji,"Nadia Naji zetelt voor Groen en vertegenwoordigt Kieskring Brussel-Hoofdstad vanuit zetel 42.
In het parlementaire werk is deze politicus actief, met 44 schriftelijke en 99 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 77.6% en de commissie-aanwezigheid 61.4%, wat wijst op een profiel dat wisselend aanwezig is.
De meest zichtbare beleidsthema's zijn Wonen en energie, Landbouw en dierenwelzijn, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn, Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking en andere commissies.
Opvallende extra profielinformatie: co-partijvoorzitter Groen.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4089,Nadia Sminate,"Nadia Sminate zetelt voor N-VA en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 34.
In het parlementaire werk is deze politicus eerder selectief actief, met 25 schriftelijke en 23 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 91.8% en de commissie-aanwezigheid 65.2%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Migratie en inburgering, Landbouw en dierenwelzijn, Binnenlands bestuur.
Commissiewerk loopt onder meer via Commissie voor Binnenlands Bestuur en Inburgering, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallende extra profielinformatie: leerkracht volwassenenonderwijs ; medewerker.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4623,Nawal Maghroud,"Nawal Maghroud zetelt voor Vooruit en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 40.
In het parlementaire werk is deze politicus actief, met 47 schriftelijke en 84 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.8% en de commissie-aanwezigheid 73.7%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Armoede en sociale bescherming, Onderwijs.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4584,Onno Vandewalle,"Onno Vandewalle zetelt voor PVDA en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 102.
In het parlementaire werk is deze politicus eerder selectief actief, met 12 schriftelijke en 21 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 82.4% en de commissie-aanwezigheid 100.0%, wat wijst op een profiel dat wisselend aanwezig is.
De meest zichtbare beleidsthema's zijn Cultuur, media en sport, Landbouw en dierenwelzijn, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Cultuur, Jeugd, Sport en Media, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4064,Paul Van Miert,"Paul Van Miert zetelt voor N-VA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 52.
In het parlementaire werk is deze politicus eerder selectief actief, met 2 schriftelijke en 21 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 95.3% en de commissie-aanwezigheid 82.0%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Binnenlands bestuur, Begroting en financiën, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Binnenlands Bestuur en Inburgering, Commissie voor Mobiliteit en Openbare Werken.
Opvallende extra profielinformatie: Prokorist-Vertriebsleiter.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
3918,Peter Van Rompuy,"Peter Van Rompuy zetelt voor cd&v en vertegenwoordigt Kieskring Vlaams-Brabant vanuit zetel 7.
In het parlementaire werk is deze politicus zeer actief, met 244 schriftelijke en 36 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 100.0% en de commissie-aanwezigheid 68.8%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Begroting en financiën, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Brussel en de Vlaamse Rand en Dierenwelzijn en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
3461,Philippe Muyters,"Philippe Muyters zetelt voor N-VA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 5.
In het parlementaire werk is deze politicus eerder selectief actief, met 0 schriftelijke en 3 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 98.8% en de commissie-aanwezigheid 87.0%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Cultuur, media en sport, Werk en economie, Begroting en financiën.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Cultuur, Jeugd, Sport en Media en andere commissies.
Opvallende extra profielinformatie: economisch adviseur ; directeur groep Seghers.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4645,Raf Van Gestel,"Raf Van Gestel zetelt voor PVDA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 60.
In het parlementaire werk is deze politicus actief, met 39 schriftelijke en 64 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 81.2%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Wonen en energie, Armoede en sociale bescherming, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Binnenlands Bestuur en Inburgering en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
3430,Robrecht Bothuyne,"Robrecht Bothuyne zetelt voor cd&v en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 21.
In het parlementaire werk is deze politicus zeer actief, met 227 schriftelijke en 99 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 96.5% en de commissie-aanwezigheid 85.1%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Werk en economie, Wonen en energie, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Economie, Werk, Sociale Economie, Wetenschap en Innovatie, Commissie voor Wonen, Toerisme, Energie en Klimaat en andere commissies.
Opvallende extra profielinformatie: parlementair medewerker ; adviseur arbeidsmarktbeleid.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4384,Roosmarijn Beckers,"Roosmarijn Beckers zetelt voor Vlaams Belang en vertegenwoordigt Kieskring Limburg vanuit zetel 2.
In het parlementaire werk is deze politicus actief, met 24 schriftelijke en 60 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 95.3% en de commissie-aanwezigheid 81.6%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Onderwijs, Landbouw en dierenwelzijn, Werk en economie.
Commissiewerk loopt onder meer via Commissie voor Onderwijs, Commissie voor Landbouw, Visserij en Plattelandsbeleid en andere commissies.
Opvallende extra profielinformatie: leraar ; meewerkende echtgenote.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4622,Sander Loones,"Sander Loones zetelt voor N-VA en vertegenwoordigt Kieskring West-Vlaanderen vanuit zetel 18.
In het parlementaire werk is deze politicus eerder selectief actief, met 5 schriftelijke en 7 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 92.9% en de commissie-aanwezigheid 82.5%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Landbouw en dierenwelzijn, Begroting en financiën, Veiligheid en justitie.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Buitenlands Beleid, Europese Aangelegenheden en Internationale Samenwerking en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4644,Sanne Van Looy,"Sanne Van Looy zetelt voor N-VA en vertegenwoordigt Kieskring Antwerpen vanuit zetel 90.
In het parlementaire werk is deze politicus zeer actief, met 205 schriftelijke en 87 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 97.6% en de commissie-aanwezigheid 93.2%, wat wijst op een profiel dat sterk aanwezig is.
De meest zichtbare beleidsthema's zijn Klimaat en milieu, Werk en economie, Mobiliteit.
Commissiewerk loopt onder meer via Commissie voor Binnenlands Bestuur en Inburgering, Commissie voor Leefmilieu, Natuur en Ruimtelijke Ordening en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
4413,Sarah Smeyers,"Sarah Smeyers zetelt voor N-VA en vertegenwoordigt Kieskring Oost-Vlaanderen vanuit zetel 32.
In het parlementaire werk is deze politicus actief, met 60 schriftelijke en 48 mondelinge tussenkomsten als vraagsteller.
De plenaire aanwezigheid bedraagt 87.1% en de commissie-aanwezigheid 40.6%, wat wijst op een profiel dat redelijk aanwezig is.
De meest zichtbare beleidsthema's zijn Zorg en welzijn, Wonen en energie, Begroting en financiën.
Commissiewerk loopt onder meer via Commissie voor Algemeen Beleid, Financiën, Begroting, Justitie en Onroerend Erfgoed, Commissie voor Wonen, Toerisme, Energie en Klimaat en andere commissies.
Opvallend is dat het profiel momenteel vooral via parlementaire activiteit en aanwezigheid wordt getekend.",2026-06-27T15:42:31+02:00,local-template,pending-provider,snapshot,v1
